crh_Latn,eng
"Medeniyetlerniñ, Olduwan, Mousterian ya da Levalloisian kibi alet türlerine köre daa da ast bölüklerge bölünmesi atiqiyatçılarğa ve diger beşeriyatçılarğa insan keçmişiniñ esas meyillerini añlamağa yardım ete.
","Further cultural subdivisions according to tool types, such as Olduwan or Mousterian or Levalloisian help archaeologists and other anthropologists in understanding major trends in the human past.
"
"Medeniyet qararı cemiyette maqbul areket tarzını kodifikatsiya ete; o, içtimaiy gruppada beklemeler içün şablon kibi hızmet etken belli bir vaziyette areket tarzı, urba, til ve eda içün qılavuzdır. 
","A cultural norm codifies acceptable conduct in society; it serves as a guideline for behavior, dress, language, and demeanor in a situation, which serves as a template for expectations in a social group.
"
"Bular, sanat, muzıka, oyun, merasim, din kibi manalı şekillerden ve aletlerni qullanuv, aş pişirüv, ev ve urba kibi tehnologiyalardan ibarettir. 
","These include expressive forms like art, music, dance, ritual, religion, and technologies like tool usage, cooking, shelter, and clothing.
"
"Medeniy inkişaflılıq seviyesi bazıda tsivilizatsiyalarnı daa az mürekkep cemiyetlerden farq etmek içün de qullanıla.
","The level of cultural sophistication has also sometimes been used to distinguish civilizations from less complex societies.
"
"Kütleviy medeniyet, 20-nci asırda peyda olğan kütleviy istisal ve kütleviy vastalı istimal medeniyet şekillerine ait.
","Mass culture refers to the mass-produced and mass mediated forms of consumer culture that emerged in the 20th century.
"
"Daa keñiş içimaiy ilimlerde medeniy maddecilikniñ nazariy istiqbali, insan timsaliy medeniyeti insan ayatınıñ maddiy şaraitinden peyda olğanından ibaret, çünki insanlar fizikiy sağ qalma içün şarait yarata, ve medeniyetniñ temeli tekamül etken ayatiyat meyillerinden ibaret. 
","In the wider social sciences, the theoretical perspective of cultural materialism holds that human symbolic culture arises from the material conditions of human life, as humans create the conditions for physical survival, and that the basis of culture is found in evolved biological dispositions.
"
"Bu manada çoqmedeniylilik bir seyyarede yerleşken çeşit medeniyetler arasında barışıq içinde yan-yanaşa yaşavğa ve qarşılıqlı sayğığa qıymet bermekte.
","In this sense, multiculturalism values the peaceful coexistence and mutual respect between different cultures inhabiting the same planet.
"
"1986 senesi felsefeci Edvard S. Keysi yazğa edi: ""Orta ingliz tilinde medeniyet sözüniñ özü 'işlengen yer' demek edi, ve aynı bu söz colere 'yaşamaq, qayğırmaq, işlemek, tapınmaq' ve cultus 'tapınuv, hususan diniy' latin sözlerinden kelip çıqa.
","In 1986, philosopher Edward S. Casey wrote, ""The very word culture meant 'place tilled' in Middle English, and the same word goes back to Latin colere, 'to inhabit, care for, till, worship' and cultus, 'A cult, especially a religious one.'
"
"Böylece, ""medeniyet"" ve ""tsivilizatsiya"" arasındaki tezat adetince bu müellifler tarafından köz ögünde tutılır, böyle ifade etilmesi bile.
","Thus a contrast between ""culture"" and ""civilization"" is usually implied in these authors, even when not expressed as such.
"
"Bu qabiliyet tahminen 50.000 yıl evel zemaneviy areket tarzınıñ tekamüli ile beraber peyda oldı ve sıq-sıq insan içün unikal sayılır.
","This ability arose with the evolution of behavioral modernity in humans around 50,000 years ago and is often thought to be unique to humans.
"
"Reyn Raud Ümberto Eko, Pyer Bürdye ve Ceffri K. Aleksanderniñ işlerine esaslanıp, kögnitiv uyğunlığına köre qıymetlendirilgen ve bir medeniy cemiyetniñ timsaliy nufuzı tarafından qabul etilgen ya da red etilgen iddia ve tekliflerge esaslanğan medeniy deñişmeler modelini teklif etti. 
","Rein Raud, building on the work of Umberto Eco, Pierre Bourdieu and Jeffrey C. Alexander, has proposed a model of cultural change based on claims and bids, which are judged by their cognitive adequacy and endorsed or not endorsed by the symbolic authority of the cultural community in question.
"
"Medeniyetniñ ğayrıdan menimseme cemiyetniñ medeniy qavrayışnıñ yañıdan tertiplenmesi demektir.
","Culture repositioning means the reconstruction of the cultural concept of a society.
"
"İçtimaiy çatışmalar ve tehnologiyalarnıñ inkişafı içtimaiy dinamikanı deñiştirip ve yañı medeniy modellerni ileriletip, generativ areketler içün şarait yaratıp ve stimullap cemitte deñişmelerge sebep ola bilir.
","Social conflict and the development of technologies can produce changes within a society by altering social dynamics and promoting new cultural models, and spurring or enabling generative action.
"
"Etraftaki müit şaraiti de amiller kibi olar bilir.
","Environmental conditions may also enter as factors.
"
"Resurslar oğrunda cenk ya da küreş tehnologik inkişafqa ya da içtimaiy dinamikağa tesir ete bilir.
","War or competition over resources may impact technological development or social dynamics.
"
"Misal olaraq, Çin 20-nci asırnıñ soñunda halqara ticaret içün öz iqtisadını açqanda Ğarp resporanlar ağı ve aşçılıq brendleri çinlilerniñ merağına ve ayranlığına sebep oldı.""
","For example, Western restaurant chains and culinary brands sparked curiosity and fascination to the Chinese as China opened its economy to international trade in the late 20th-century. ""
"
"O, bu kemalatsızlıq añlavnıñ yetersizliginden degil, mustaqil fikir yürsetmek cesaretiniñ olmamasından peyda olğanını iddia etti.
","He argued that this immaturity comes not from a lack of understanding, but from a lack of courage to think independently.
"
"Bundan ğayrı, Gerder, Bildung kollektiv şeklini teklif etti: ""Gerder içün Bildung - bu bir bütün kimlikni ve halqnıñ umumiy taqdir duyğusını temin etken tecribe cemisidir.""
","Moreover, Herder proposed a collective form of Bildung: ""For Herder, Bildung was the totality of experiences that provide a coherent identity, and sense of common destiny, to a people.""
"
"Bu fikir mezebine köre, er bir qavmiy gruppanıñ diger gruppalarnıñ dünyabaqışı ile teñeştirilmez öz dünyabaqışı bar. 
","According to this school of thought, each ethnic group has a distinct worldview that is incommensurable with the worldviews of other groups.
"
"O, bütün insan cemiyetleriniñ ilmiy teñeştirilmesi türlü dünyabaqışlarnıñ aynı esas elementlerden ibaret olğanını kösterecegini tahmin etti. 
","He proposed that a scientific comparison of all human societies would reveal that distinct worldviews consisted of the same basic elements.
"
"""halq, devir ya da gruppa olsun, ayrı bir yaşayış tarzı.""
","""a particular way of life, whether of a people, period or a group.""
"
"Başqa sözlernen, 18-inci asır devamında ve 19-ıncı asırnıñ başında Avropada inkişaf etken ""medeniyet"" ğayesi Avropa cemiyetleri içinde musaviysizlikni aks etti. 
","In other words, the idea of ""culture"" that developed in Europe during the 18th and early 19th centuries reflected inequalities within European societies.
"
"Bu fikir yürsetüv tarzına köre, bazı memleketlerni ve halqlarnı digerlerinden daa medeniyleşken kibi, bazı insanlarnı ise digerlerinden daa medeniyetli kibi tasnif etmek mümkün. 
","According to this way of thinking, one could classify some countries and nations as more civilized than others and some people as more cultured than others.
"
"Russodan soñ XIX-ıncı asırnıñ diger tenqitçileri yuqarı ve aşağı medeniyet arasındaki bu farqnı qabul ettiler, amma yüksek medeniyetniñ inceligini ve zarifligini insanlarnıñ maiyetini deñiştirgen ve qarartqan ahlâqsız ve ğayrıtabiiy adiseler kibi saydılar.
","Other 19th-century critics, following Rousseau, have accepted this differentiation between higher and lower culture, but have seen the refinement and sophistication of high culture as corrupting and unnatural developments that obscure and distort people's essential nature.
"
"1870 senesi beşeriyatçı Edvard Taylor (1832-1917) dinniñ tekamüli nazariyesini teklif etmek içün yuqarı ve aşağı medeniyet aqqında ğayelerni qullandı.
","In 1870 the anthropologist Edward Tylor (1832–1917) applied these ideas of higher versus lower culture to propose a theory of the evolution of religion.
"
"İçtimaiyatçı Georg Zimmel (1858-1918) içün medeniyet ""tarihnıñ devamında obyektivleşken çetel şekiller vastası ile şahıslarnıñ medeniyleştirilmesi edi.""
","For sociologist Georg Simmel (1858–1918), culture referred to ""the cultivation of individuals through the agency of external forms which have been objectified in the course of history.""
"
"Maddiy olmağan medeniyet insanlarnıñ öz medeniyeti, şu cümleden degerlikler, itiqat sistemaları, qaideler, qararlar, ahlâq, teşkilâtlar ve institutlar aqqında malik olğanları fizikiy olmağan ğayelerge aittir, maddiy medeniyet ise - bu olarnıñ şimdi ya da keçmişte yapqanları nesnelerde ve mimarlıqta medeniyetniñ fizikiy delilidir. 
","Non-material culture refers to the non-physical ideas that individuals have about their culture, including values, belief systems, rules, norms, morals, language, organizations, and institutions, while material culture is the physical evidence of a culture in the objects and architecture they make or have made.
"
"Soñra medeniy içtimaiyat ingliz tilinde laf etken dünyada içtimaiy ilimge strukturalist ve postmodern yanaşmalarnıñ başlanğıçına temel qoyğan 1960-ınjı senelerniñ ""medeniy deñişme"" mahsulatı kibi ""ğayrıdan keşif etildi.""
","Cultural sociology was then ""reinvented"" in the English-speaking world as a product of the ""cultural turn"" of the 1960s, which ushered in structuralist and postmodern approaches to social science.
"
"Medeniyet"" o zamandan berli, içtimaiyatnıñ bir çoq saalarınla, şu cümleden içtimaiy stratifikatsiya ve içtimaiy ağlarnıñ talili kibi küçlü ilim saalarında müim añlamğa çevirildi. 
","Culture"" has since become an important concept across many branches of sociology, including resolutely scientific fields like social stratification and social network analysis.
"
"Olar istimal ve işten boş vaqıt modellerini istisal munasebetleri tarafından tanılğan kibi kördiler ve bu da olarnı sınıf munasebetlerine ve istisal teşkiline diqqat etmege mecbur etti. 
","They saw patterns of consumption and leisure as determined by relations of production, which led them to focus on class relations and the organization of production.
"
"O vaqıttan berli, o, Hoggartnıñ yerine müdir vazifesini alğan Stüart Holl ile qaviy olaraq tedaiy uyandırıp başladı. 
","It has since become strongly associated with Stuart Hall, who succeeded Hoggart as Director.
"
"Bu tecribeler, bu medeniyette insanlarnıñ belli bir şeylerni (misal olaraq, TV seyir etmek ya da aşamaq) nasıl etip yapqanından ibarettir.
","These practices comprise the ways people do particular things (such as watching television or eating out) in a given culture.
"
"Tarihiy adisege içtimaiy baqış elde etmek içün televizor baqmaq medeniyet sayılmamalıdır, yalıñız söz belki de medeniyet ceetinden seçilgen televizionnıñ özü aqqında olmasa; amma talebeler ""uymaq içün"" derslerden soñ dostları ile birlikte televizor baqalar, şübesiz, hasiyetlene, çünki bu tecribede iştirak etmek içün iç bir esaslı sebep yoq.
","Watching television to view a public perspective on a historical event should not be thought of as culture unless referring to the medium of television itself, which may have been selected culturally; however, schoolchildren watching television after school with their friends to ""fit in"" certainly qualifies since there is no grounded reason for one's participation in this practice.
"
